Time,Name,Address / Platform,Region,Town,Updated_URL
"Monday, 6:30 PM",living-clean-group-hicksville,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/living-clean-group-hicksville
"Monday, 7:00 PM",recovery-on-the-hill-group,41 Stillwater Avenue,Stamford,Huntington,https://www.narcotics.com/na-meeting/recovery-on-the-hill-group
"Monday, 7:00 PM",day-one-group,Online80 Hicksville Road,Seaford,Huntington,https://www.narcotics.com/na-meeting/day-one-group
"Monday, 7:30 PM",keep-it-green-group-huntington,125 Main Street,Huntington,Huntington,https://www.narcotics.com/na-meeting/keep-it-green-group-huntington
"Monday, 8:00 PM",just-care-group,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/just-care-group
"Monday, 8:00 PM",sick-not-twisted-group,Online39 North Carl Avenue,Babylon,Huntington,https://www.narcotics.com/na-meeting/sick-not-twisted-group
"Tuesday, 11:00 AM",experience-strength-and-hope-in-the-morning-group,155 Indian Head Road,Commack,Huntington,https://www.narcotics.com/na-meeting/experience-strength-and-hope-in-the-morning-group
"Tuesday, 1:00 PM",daysteppers-group,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/daysteppers-group
"Tuesday, 6:30 PM",new-beginnings-group-amityville,2 Monroe Street,Amityville,Huntington,https://www.narcotics.com/na-meeting/new-beginnings-group-amityville
"Tuesday, 7:00 PM",recovery-on-tuesday-group,41 Stillwater Avenue,Stamford,Huntington,https://www.narcotics.com/na-meeting/recovery-on-tuesday-group
"Tuesday, 7:00 PM",your-basic-step-group,Pulaski Road at New York Avenue,Huntington Station,Huntington,https://www.narcotics.com/na-meeting/your-basic-step-group
"Tuesday, 7:30 PM",never-alone-group-northport,130 Main Street,Northport,Huntington,https://www.narcotics.com/na-meeting/never-alone-group-northport
"Tuesday, 7:30 PM",boys-to-men-group-levittown,Online3100 Hempstead Turnpike,Levittown,Huntington,https://www.narcotics.com/na-meeting/boys-to-men-group-levittown
"Tuesday, 8:00 PM",tonights-the-night-group,485 Conklin Street,Farmingdale,Huntington,https://www.narcotics.com/na-meeting/tonights-the-night-group
"Wednesday, 1:00 PM",hope-in-hicksville-group,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/hope-in-hicksville-group
"Wednesday, 7:00 PM",guppy-group,423 Park Avenue,Huntington,Huntington,https://www.narcotics.com/na-meeting/guppy-group
"Wednesday, 7:00 PM",by-the-text-group,2 Trinity Place,Norwalk,Huntington,https://www.narcotics.com/na-meeting/by-the-text-group
"Wednesday, 7:00 PM",a-simple-solution-group,245 Selleck Street,Stamford,Huntington,https://www.narcotics.com/na-meeting/a-simple-solution-group
"Wednesday, 7:30 PM",hope-on-the-rise-group,80 Leaf Avenue,Central Islip,Huntington,https://www.narcotics.com/na-meeting/hope-on-the-rise-group
"Wednesday, 7:30 PM",new-kind-of-freedom-group,21 James Street,Babylon,Huntington,https://www.narcotics.com/na-meeting/new-kind-of-freedom-group
"Wednesday, 7:45 PM",by-the-text-group,2 Trinity Place,Norwalk,Huntington,https://www.narcotics.com/na-meeting/by-the-text-group
"Wednesday, 8:00 PM",coming-back-to-life-group,Online175 East Main Street,Smithtown,Huntington,https://www.narcotics.com/na-meeting/coming-back-to-life-group
"Wednesday, 8:00 PM",mid-island-connection-group,Online474 Wantagh Avenue,Levittown,Huntington,https://www.narcotics.com/na-meeting/mid-island-connection-group
"Wednesday, 8:00 PM",living-clean-in-babylon-group,39 North Carl Avenue,Babylon,Huntington,https://www.narcotics.com/na-meeting/living-clean-in-babylon-group
"Thursday, 12:00 PM",serenity-at-noon-group,141 Franklin Street,Stamford,Huntington,https://www.narcotics.com/na-meeting/serenity-at-noon-group
"Thursday, 1:00 PM",hope-in-hicksville-group,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/hope-in-hicksville-group
"Thursday, 7:00 PM",there-is-hope-group-norwalk,55 Chestnut Street,Norwalk,Huntington,https://www.narcotics.com/na-meeting/there-is-hope-group-norwalk
"Thursday, 7:00 PM",gates-of-delivery-group,423 Park Avenue,Huntington,Huntington,https://www.narcotics.com/na-meeting/gates-of-delivery-group
"Thursday, 7:00 PM",a-simple-solution-group,245 Selleck Street,Stamford,Huntington,https://www.narcotics.com/na-meeting/a-simple-solution-group
"Thursday, 7:30 PM",women-living-the-message-group,486 Town Line Road,Commack,Huntington,https://www.narcotics.com/na-meeting/women-living-the-message-group
"Thursday, 7:30 PM",alive-again-group,340 Elmore Street,Central Islip,Huntington,https://www.narcotics.com/na-meeting/alive-again-group
"Thursday, 7:30 PM",we-do-recover-group-amityville,3504 Great Neck Road,Amityville,Huntington,https://www.narcotics.com/na-meeting/we-do-recover-group-amityville
"Thursday, 8:00 PM",growing-together-group,Online505 Willis Avenue,Williston Park,Huntington,https://www.narcotics.com/na-meeting/growing-together-group
"Thursday, 8:00 PM",roslyn-mens-group,Online1579 Northern Boulevard,Roslyn,Huntington,https://www.narcotics.com/na-meeting/roslyn-mens-group
"Thursday, 8:00 PM",new-connection-group,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/new-connection-group
"Thursday, 8:00 PM",strictly-the-steps-group,Online210 South Wellwood Avenue,Lindenhurst,Huntington,https://www.narcotics.com/na-meeting/strictly-the-steps-group
"Saturday, 1:00 PM",daystar-group,95 Stewart Avenue,Hicksville,Huntington,https://www.narcotics.com/na-meeting/daystar-group
"Saturday, 6:00 PM",friday-night-mens-group,497 Pulaski Road,Greenlawn,Huntington,https://www.narcotics.com/na-meeting/friday-night-mens-group
"Saturday, 6:30 PM",wonder-women-group,497 Pulaski Road,Greenlawn,Huntington,https://www.narcotics.com/na-meeting/wonder-women-group
"Saturday, 7:00 PM",students-of-recovery-group,159 Brightside Avenue,Central Islip,Huntington,https://www.narcotics.com/na-meeting/students-of-recovery-group
"Saturday, 7:30 PM",miracles-on-main-street-group,60 East Main Street,Oyster Bay,Huntington,https://www.narcotics.com/na-meeting/miracles-on-main-street-group
"Saturday, 7:30 PM",this-must-be-the-place-group,106 Vernon Valley Road,East Northport,Huntington,https://www.narcotics.com/na-meeting/this-must-be-the-place-group
"Saturday, 8:00 PM",free-on-friday-group,220 Central Avenue,Bethpage,Huntington,https://www.narcotics.com/na-meeting/free-on-friday-group
"Saturday, 9:15 PM",meditation-on-main-street-group,60 East Main Street,Oyster Bay,Huntington,https://www.narcotics.com/na-meeting/meditation-on-main-street-group
"Sunday, 7:00 AM",hope-by-the-harbor-group,99 Ketcham Street,Northport,Islip,https://www.narcotics.com/na-meeting/hope-by-the-harbor-group
"Sunday, 9:00 AM",choose-your-weapon-group,240 Main Street,Huntington,Islip,https://www.narcotics.com/na-meeting/choose-your-weapon-group
"Sunday, 9:00 AM",our-sunday-step-group,115 Leonardo Da Vinci Street,Copiague,Islip,https://www.narcotics.com/na-meeting/our-sunday-step-group
"Sunday, 10:00 AM",genesis-2-group,100 Park Boulevard,Massapequa Park,Islip,https://www.narcotics.com/na-meeting/genesis-2-group
"Sunday, 10:00 AM",new-life-group-amityville,48 Cedar Road,Amityville,Islip,https://www.narcotics.com/na-meeting/new-life-group-amityville
"Sunday, 11:00 AM",serenity-in-sayville-group,131 Middle Road,Sayville,Islip,https://www.narcotics.com/na-meeting/serenity-in-sayville-group
"Sunday, 11:30 AM",steps-into-the-hugs-group,189 Burr Road,East Northport,Islip,https://www.narcotics.com/na-meeting/steps-into-the-hugs-group
"Sunday, 1:00 PM",new-awakenings-group,141 Wolf Hill Road,Huntington Station,Islip,https://www.narcotics.com/na-meeting/new-awakenings-group
"Sunday, 2:00 PM",old-school-recovery-group,20 Simmons Street,Copiague,Islip,https://www.narcotics.com/na-meeting/old-school-recovery-group
"Sunday, 3:00 PM",time-doesnt-matter-group,2 Monroe Street,Amityville,Islip,https://www.narcotics.com/na-meeting/time-doesnt-matter-group
"Sunday, 5:00 PM",surrender-on-sunday-group,48 Cedar Road,Amityville,Islip,https://www.narcotics.com/na-meeting/surrender-on-sunday-group
"Sunday, 6:00 PM",its-a-spiritual-solution-group,130 Main Street,Northport,Islip,https://www.narcotics.com/na-meeting/its-a-spiritual-solution-group
"Sunday, 7:00 PM",never-again-group-huntington,240 Main Street,Huntington,Islip,https://www.narcotics.com/na-meeting/never-again-group-huntington
"Sunday, 7:00 PM",just-for-today-group-bellport,185 South Country Road,Bellport,Islip,https://www.narcotics.com/na-meeting/just-for-today-group-bellport
"Sunday, 7:00 PM",how-we-live-group,1140 Locust Avenue,Bohemia,Islip,https://www.narcotics.com/na-meeting/how-we-live-group
"Sunday, 7:30 PM",sicker-than-most-group,107 East Main Street,Bay Shore,Islip,https://www.narcotics.com/na-meeting/sicker-than-most-group
"Sunday, 7:30 PM",one-flight-up-group,107 East Main Street,Bay Shore,Islip,https://www.narcotics.com/na-meeting/one-flight-up-group
"Sunday, 8:00 PM",saturday-night-alive-group,Online425 Hawkins Road,Selden,Islip,https://www.narcotics.com/na-meeting/saturday-night-alive-group
"Monday, 12:30 PM",recovery-can-happen-group,Online48 Greene Avenue,Sayville,Islip,https://www.narcotics.com/na-meeting/recovery-can-happen-group
"Monday, 7:00 PM",day-one-group,Online80 Hicksville Road,Seaford,Islip,https://www.narcotics.com/na-meeting/day-one-group
"Monday, 7:15 PM",recovery-doesnt-stop-group,1101 Lakeland Avenue,Bohemia,Islip,https://www.narcotics.com/na-meeting/recovery-doesnt-stop-group
"Monday, 7:30 PM",courage-to-change-group-sayville,131 Middle Road,Sayville,Islip,https://www.narcotics.com/na-meeting/courage-to-change-group-sayville
"Monday, 7:30 PM",keep-it-green-group-huntington,125 Main Street,Huntington,Islip,https://www.narcotics.com/na-meeting/keep-it-green-group-huntington
"Monday, 7:30 PM",serenity-now-group,134 Middle Country Road,Coram,Islip,https://www.narcotics.com/na-meeting/serenity-now-group
"Monday, 8:00 PM",sick-not-twisted-group,Online39 North Carl Avenue,Babylon,Islip,https://www.narcotics.com/na-meeting/sick-not-twisted-group
"Monday, 8:30 PM",kiss-group-bohemia,1140 Locust Avenue,Bohemia,Islip,https://www.narcotics.com/na-meeting/kiss-group-bohemia
"Tuesday, 11:00 AM",experience-strength-and-hope-in-the-morning-group,155 Indian Head Road,Commack,Islip,https://www.narcotics.com/na-meeting/experience-strength-and-hope-in-the-morning-group
"Tuesday, 12:30 PM",recovery-can-happen-group,Online48 Greene Avenue,Sayville,Islip,https://www.narcotics.com/na-meeting/recovery-can-happen-group
"Tuesday, 6:30 PM",new-attitudes-group-bay-shore,107 East Main Street,Bay Shore,Islip,https://www.narcotics.com/na-meeting/new-attitudes-group-bay-shore
"Tuesday, 6:30 PM",new-beginnings-group-amityville,2 Monroe Street,Amityville,Islip,https://www.narcotics.com/na-meeting/new-beginnings-group-amityville
"Tuesday, 7:00 PM",simply-women-group,Online48 Greene Avenue,Sayville,Islip,https://www.narcotics.com/na-meeting/simply-women-group
"Tuesday, 7:00 PM",your-basic-step-group,Pulaski Road at New York Avenue,Huntington Station,Islip,https://www.narcotics.com/na-meeting/your-basic-step-group
"Tuesday, 7:30 PM",men-with-a-message-group,385 Sunrise Highway North Service Road,Patchogue,Islip,https://www.narcotics.com/na-meeting/men-with-a-message-group
"Tuesday, 7:30 PM",never-alone-group-northport,130 Main Street,Northport,Islip,https://www.narcotics.com/na-meeting/never-alone-group-northport
"Tuesday, 7:30 PM",step-in-time-group,111 Nassau Avenue,Islip,Islip,https://www.narcotics.com/na-meeting/step-in-time-group
"Tuesday, 8:00 PM",its-casual-by-the-lake-group,307 Hawkins Avenue,Ronkonkoma,Islip,https://www.narcotics.com/na-meeting/its-casual-by-the-lake-group
"Tuesday, 8:00 PM",tonights-the-night-group,485 Conklin Street,Farmingdale,Islip,https://www.narcotics.com/na-meeting/tonights-the-night-group
"Wednesday, 12:30 PM",recovery-can-happen-group,Online48 Greene Avenue,Sayville,Islip,https://www.narcotics.com/na-meeting/recovery-can-happen-group
"Wednesday, 7:00 PM",setauket-five-and-dime-group,5 Caroline Avenue,Setauket,Islip,https://www.narcotics.com/na-meeting/setauket-five-and-dime-group
"Wednesday, 7:00 PM",guppy-group,423 Park Avenue,Huntington,Islip,https://www.narcotics.com/na-meeting/guppy-group
"Wednesday, 7:30 PM",recovery-in-ronkonoma-group,307 Hawkins Avenue,Ronkonkoma,Islip,https://www.narcotics.com/na-meeting/recovery-in-ronkonoma-group
"Wednesday, 7:30 PM",hope-on-the-rise-group,80 Leaf Avenue,Central Islip,Islip,https://www.narcotics.com/na-meeting/hope-on-the-rise-group
"Wednesday, 7:30 PM",new-kind-of-freedom-group,21 James Street,Babylon,Islip,https://www.narcotics.com/na-meeting/new-kind-of-freedom-group
"Wednesday, 8:00 PM",coming-back-to-life-group,Online175 East Main Street,Smithtown,Islip,https://www.narcotics.com/na-meeting/coming-back-to-life-group
"Wednesday, 8:00 PM",basically-genesis-group,100 Park Boulevard,Massapequa Park,Islip,https://www.narcotics.com/na-meeting/basically-genesis-group
"Wednesday, 8:00 PM",mid-island-connection-group,Online474 Wantagh Avenue,Levittown,Islip,https://www.narcotics.com/na-meeting/mid-island-connection-group
"Wednesday, 8:00 PM",living-clean-in-babylon-group,39 North Carl Avenue,Babylon,Islip,https://www.narcotics.com/na-meeting/living-clean-in-babylon-group
"Wednesday, 8:00 PM",open-minded-men-group,1140 Locust Avenue,Bohemia,Islip,https://www.narcotics.com/na-meeting/open-minded-men-group
"Thursday, 12:30 PM",recovery-can-happen-group,Online48 Greene Avenue,Sayville,Islip,https://www.narcotics.com/na-meeting/recovery-can-happen-group
"Thursday, 7:00 PM",gates-of-delivery-group,423 Park Avenue,Huntington,Islip,https://www.narcotics.com/na-meeting/gates-of-delivery-group
"Thursday, 7:00 PM",true-recovery,1101 Lakeland Avenue,Bohemia,Islip,https://www.narcotics.com/na-meeting/true-recovery
"Thursday, 7:30 PM",recovery-101-group,385 Sunrise Highway North Service Road,Patchogue,Islip,https://www.narcotics.com/na-meeting/recovery-101-group
"Thursday, 7:30 PM",recovery-in-paradise-group,Midway at Ocean Breeze,Ocean Beach,Islip,https://www.narcotics.com/na-meeting/recovery-in-paradise-group
"Thursday, 7:30 PM",serenity-in-medford-group,3251 Route 112,Medford,Islip,https://www.narcotics.com/na-meeting/serenity-in-medford-group
"Thursday, 7:30 PM",women-living-the-message-group,486 Town Line Road,Commack,Islip,https://www.narcotics.com/na-meeting/women-living-the-message-group
"Thursday, 7:30 PM",alive-again-group,340 Elmore Street,Central Islip,Islip,https://www.narcotics.com/na-meeting/alive-again-group
"Thursday, 7:30 PM",just-for-today-group-bellport,185 South Country Road,Bellport,Islip,https://www.narcotics.com/na-meeting/just-for-today-group-bellport
"Thursday, 7:30 PM",we-do-recover-group-amityville,3504 Great Neck Road,Amityville,Islip,https://www.narcotics.com/na-meeting/we-do-recover-group-amityville
"Thursday, 8:00 PM",strictly-the-steps-group,Online210 South Wellwood Avenue,Lindenhurst,Islip,https://www.narcotics.com/na-meeting/strictly-the-steps-group
"Thursday, 9:00 PM",gift-of-life-group,107 East Main Street,Bay Shore,Islip,https://www.narcotics.com/na-meeting/gift-of-life-group
"Saturday, 12:30 PM",recovery-can-happen-group,Online48 Greene Avenue,Sayville,Islip,https://www.narcotics.com/na-meeting/recovery-can-happen-group
"Saturday, 6:00 PM",friday-night-mens-group,497 Pulaski Road,Greenlawn,Islip,https://www.narcotics.com/na-meeting/friday-night-mens-group
"Saturday, 6:30 PM",wonder-women-group,497 Pulaski Road,Greenlawn,Islip,https://www.narcotics.com/na-meeting/wonder-women-group
"Saturday, 6:30 PM",pamphlets-to-freedom-group,1140 Locust Avenue,Bohemia,Islip,https://www.narcotics.com/na-meeting/pamphlets-to-freedom-group
"Saturday, 7:00 PM",students-of-recovery-group,159 Brightside Avenue,Central Islip,Islip,https://www.narcotics.com/na-meeting/students-of-recovery-group
"Saturday, 7:30 PM",all-about-change-group,Online315 Lake Shore Road,Lake Ronkonkoma,Islip,https://www.narcotics.com/na-meeting/all-about-change-group
"Saturday, 7:30 PM",this-must-be-the-place-group,106 Vernon Valley Road,East Northport,Islip,https://www.narcotics.com/na-meeting/this-must-be-the-place-group
"Saturday, 7:30 PM",our-primary-purpose-group-amityville,25 Broadway,Amityville,Islip,https://www.narcotics.com/na-meeting/our-primary-purpose-group-amityville
"Saturday, 8:00 PM",free-on-friday-group,220 Central Avenue,Bethpage,Islip,https://www.narcotics.com/na-meeting/free-on-friday-group
"Saturday, 11:59 PM",midnight-hope-group,107 East Main Street,Bay Shore,Islip,https://www.narcotics.com/na-meeting/midnight-hope-group
"Sunday, 7:00 AM",hope-by-the-harbor-group,99 Ketcham Street,Northport,Oyster Bay,https://www.narcotics.com/na-meeting/hope-by-the-harbor-group
"Sunday, 9:00 AM",choose-your-weapon-group,240 Main Street,Huntington,Oyster Bay,https://www.narcotics.com/na-meeting/choose-your-weapon-group
"Sunday, 9:00 AM",our-sunday-step-group,115 Leonardo Da Vinci Street,Copiague,Oyster Bay,https://www.narcotics.com/na-meeting/our-sunday-step-group
"Sunday, 9:30 AM",port-of-recovery-group-port-chester,55 Parkway Drive,Port Chester,Oyster Bay,https://www.narcotics.com/na-meeting/port-of-recovery-group-port-chester
"Sunday, 10:00 AM",shelter-rock-live,178 Cold Spring Road,Syosset,Oyster Bay,https://www.narcotics.com/na-meeting/shelter-rock-live
"Sunday, 10:00 AM",genesis-2-group,100 Park Boulevard,Massapequa Park,Oyster Bay,https://www.narcotics.com/na-meeting/genesis-2-group
"Sunday, 10:00 AM",new-life-group-amityville,48 Cedar Road,Amityville,Oyster Bay,https://www.narcotics.com/na-meeting/new-life-group-amityville
"Sunday, 10:15 AM",recovery-at-work-group,16 Main Street,Hempstead,Oyster Bay,https://www.narcotics.com/na-meeting/recovery-at-work-group
"Sunday, 11:30 AM",steps-into-the-hugs-group,189 Burr Road,East Northport,Oyster Bay,https://www.narcotics.com/na-meeting/steps-into-the-hugs-group
"Sunday, 1:00 PM",new-awakenings-group,141 Wolf Hill Road,Huntington Station,Oyster Bay,https://www.narcotics.com/na-meeting/new-awakenings-group
"Sunday, 2:00 PM",old-school-recovery-group,20 Simmons Street,Copiague,Oyster Bay,https://www.narcotics.com/na-meeting/old-school-recovery-group
"Sunday, 3:00 PM",time-doesnt-matter-group,2 Monroe Street,Amityville,Oyster Bay,https://www.narcotics.com/na-meeting/time-doesnt-matter-group
"Sunday, 5:00 PM",back-to-basics-group-roosevelt,189 Babylon Turnpike,Roosevelt,Oyster Bay,https://www.narcotics.com/na-meeting/back-to-basics-group-roosevelt
"Sunday, 5:00 PM",surrender-on-sunday-group,48 Cedar Road,Amityville,Oyster Bay,https://www.narcotics.com/na-meeting/surrender-on-sunday-group
"Sunday, 5:00 PM",our-gratitude-speaks-the-na-way-group,41 Stillwater Avenue,Stamford,Oyster Bay,https://www.narcotics.com/na-meeting/our-gratitude-speaks-the-na-way-group
"Sunday, 6:00 PM",its-a-spiritual-solution-group,130 Main Street,Northport,Oyster Bay,https://www.narcotics.com/na-meeting/its-a-spiritual-solution-group
"Sunday, 6:30 PM",clean-slate-group-carle-place,534 Broadway,Carle Place,Oyster Bay,https://www.narcotics.com/na-meeting/clean-slate-group-carle-place
"Sunday, 7:00 PM",courage-to-change-group-stamford,245 Selleck Street,Stamford,Oyster Bay,https://www.narcotics.com/na-meeting/courage-to-change-group-stamford
"Sunday, 7:00 PM",courage-to-change-group-stamford,245 Selleck Street,Stamford,Oyster Bay,https://www.narcotics.com/na-meeting/courage-to-change-group-stamford
"Sunday, 7:00 PM",unity-on-union-group,82 06 Bell Boulevard,Queens,Oyster Bay,https://www.narcotics.com/na-meeting/unity-on-union-group
"Sunday, 7:00 PM",never-again-group-huntington,240 Main Street,Huntington,Oyster Bay,https://www.narcotics.com/na-meeting/never-again-group-huntington
"Sunday, 7:00 PM",more-recovery-in-progress-group,311 Huguenot Street,New Rochelle,Oyster Bay,https://www.narcotics.com/na-meeting/more-recovery-in-progress-group
"Sunday, 7:30 PM",asbury-addicts-group,Online265 Asbury Avenue,Westbury,Oyster Bay,https://www.narcotics.com/na-meeting/asbury-addicts-group
"Sunday, 8:00 PM",blue-print-to-recovery-group,95 Stewart Avenue,Hicksville,Oyster Bay,https://www.narcotics.com/na-meeting/blue-print-to-recovery-group
"Sunday, 8:00 PM",no-matter-what-group-hempstead,436 South Franklin Street,Hempstead,Oyster Bay,https://www.narcotics.com/na-meeting/no-matter-what-group-hempstead
"Sunday, 10:00 PM",late-show-group,16 Main Street,Hempstead,Oyster Bay,https://www.narcotics.com/na-meeting/late-show-group
"Monday, 12:00 PM",serenity-at-noon-group,141 Franklin Street,Stamford,Oyster Bay,https://www.narcotics.com/na-meeting/serenity-at-noon-group
"Monday, 1:00 PM",hope-in-hicksville-group,95 Stewart Avenue,Hicksville,Oyster Bay,https://www.narcotics.com/na-meeting/hope-in-hicksville-group
"Monday, 6:30 PM",living-clean-group-hicksville,95 Stewart Avenue,Hicksville,Oyster Bay,https://www.narcotics.com/na-meeting/living-clean-group-hicksville
"Monday, 7:00 PM",recovery-on-the-hill-group,41 Stillwater Avenue,Stamford,Oyster Bay,https://www.narcotics.com/na-meeting/recovery-on-the-hill-group
"Monday, 7:00 PM",day-one-group,Online80 Hicksville Road,Seaford,Oyster Bay,https://www.narcotics.com/na-meeting/day-one-group
"Monday, 7:30 PM",recovery-by-the-book-group,196 West Centennial Avenue,Roosevelt,Oyster Bay,https://www.narcotics.com/na-meeting/recovery-by-the-book-group
"Monday, 7:30 PM",keep-it-green-group-huntington,125 Main Street,Huntington,Oyster Bay,https://www.narcotics.com/na-meeting/keep-it-green-group-huntington
"Monday, 8:00 PM",monday-topic-group-stewart-manor,116 Elton Road,Stewart Manor,Oyster Bay,https://www.narcotics.com/na-meeting/monday-topic-group-stewart-manor
"Monday, 8:00 PM",just-care-group,95 Stewart Avenue,Hicksville,Oyster Bay,https://www.narcotics.com/na-meeting/just-care-group
"Monday, 8:00 PM",sick-not-twisted-group,Online39 North Carl Avenue,Babylon,Oyster Bay,https://www.narcotics.com/na-meeting/sick-not-twisted-group
"Tuesday, 11:00 AM",experience-strength-and-hope-in-the-morning-group,155 Indian Head Road,Commack,Oyster Bay,https://www.narcotics.com/na-meeting/experience-strength-and-hope-in-the-morning-group
"Tuesday, 1:00 PM",daysteppers-group,95 Stewart Avenue,Hicksville,Oyster Bay,https://www.narcotics.com/na-meeting/daysteppers-group
"Tuesday, 6:30 PM",new-beginnings-group-amityville,2 Monroe Street,Amityville,Oyster Bay,https://www.narcotics.com/na-meeting/new-beginnings-group-amityville
"Tuesday, 7:00 PM",recovery-on-tuesday-group,41 Stillwater Avenue,Stamford,Oyster Bay,https://www.narcotics.com/na-meeting/recovery-on-tuesday-group
"Tuesday, 7:00 PM",recovery-on-main-street-group,16 Main Street,Hempstead,Oyster Bay,https://www.narcotics.com/na-meeting/recovery-on-main-street-group
"Tuesday, 7:00 PM",your-basic-step-group,Pulaski Road at New York Avenue,Huntington Station,Oyster Bay,https://www.narcotics.com/na-meeting/your-basic-step-group
"Tuesday, 7:00 PM",young-and-free-group,311 Huguenot Street,New Rochelle,Oyster Bay,https://www.narcotics.com/na-meeting/young-and-free-group
"Tuesday, 7:30 PM",never-alone-group-northport,130 Main Street,Northport,Oyster Bay,https://www.narcotics.com/na-meeting/never-alone-group-northport
"Tuesday, 7:30 PM",boys-to-men-group-levittown,Online3100 Hempstead Turnpike,Levittown,Oyster Bay,https://www.narcotics.com/na-meeting/boys-to-men-group-levittown
"Tuesday, 7:30 PM",women-with-the-women-group-floral-park,57 Spooner Street,Floral Park,Oyster Bay,https://www.narcotics.com/na-meeting/women-with-the-women-group-floral-park
"Tuesday, 8:00 PM",tonights-the-night-group,485 Conklin Street,Farmingdale,Oyster Bay,https://www.narcotics.com/na-meeting/tonights-the-night-group
"Wednesday, 1:00 PM",hope-in-hicksville-group,95 Stewart Avenue,Hicksville,Oyster Bay,https://www.narcotics.com/na-meeting/hope-in-hicksville-group
"Wednesday, 6:30 PM",women-on-wednesday-new-beginnings-group,196 West Centennial Avenue,Roosevelt,Oyster Bay,https://www.narcotics.com/na-meeting/women-on-wednesday-new-beginnings-group
"Wednesday, 7:00 PM",guppy-group,423 Park Avenue,Huntington,Oyster Bay,https://www.narcotics.com/na-meeting/guppy-group
"Wednesday, 7:00 PM",a-simple-solution-group,245 Selleck Street,Stamford,Oyster Bay,https://www.narcotics.com/na-meeting/a-simple-solution-group
"Wednesday, 7:15 PM",it-works-how-and-why-group-franklin-square,619 Fenworth Boulevard,Franklin Square,Oyster Bay,https://www.narcotics.com/na-meeting/it-works-how-and-why-group-franklin-square
"Wednesday, 7:30 PM",new-kind-of-freedom-group,21 James Street,Babylon,Oyster Bay,https://www.narcotics.com/na-meeting/new-kind-of-freedom-group
"Wednesday, 7:30 PM",recovery-from-the-inside-group,81 Maple Avenue,Hempstead,Oyster Bay,https://www.narcotics.com/na-meeting/recovery-from-the-inside-group
"Wednesday, 8:00 PM",basically-genesis-group,100 Park Boulevard,Massapequa Park,Oyster Bay,https://www.narcotics.com/na-meeting/basically-genesis-group
"Wednesday, 8:00 PM",mid-island-connection-group,Online474 Wantagh Avenue,Levittown,Oyster Bay,https://www.narcotics.com/na-meeting/mid-island-connection-group
"Wednesday, 8:00 PM",living-clean-in-babylon-group,39 North Carl Avenue,Babylon,Oyster Bay,https://www.narcotics.com/na-meeting/living-clean-in-babylon-group
"Thursday, 12:00 PM",serenity-at-noon-group,141 Franklin Street,Stamford,Oyster Bay,https://www.narcotics.com/na-meeting/serenity-at-noon-group
"Thursday, 1:00 PM",hope-in-hicksville-group,95 Stewart Avenue,Hicksville,Oyster Bay,https://www.narcotics.com/na-meeting/hope-in-hicksville-group
"Thursday, 7:00 PM",gates-of-delivery-group,423 Park Avenue,Huntington,Oyster Bay,https://www.narcotics.com/na-meeting/gates-of-delivery-group
"Thursday, 7:00 PM",recovery-on-main-street-group,16 Main Street,Hempstead,Oyster Bay,https://www.narcotics.com/na-meeting/recovery-on-main-street-group
"Thursday, 7:00 PM",a-simple-solution-group,245 Selleck Street,Stamford,Oyster Bay,https://www.narcotics.com/na-meeting/a-simple-solution-group
"Thursday, 7:30 PM",kick-it-and-stay-clean-group,600 New Hyde Park Road,New Hyde Park,Oyster Bay,https://www.narcotics.com/na-meeting/kick-it-and-stay-clean-group
"Thursday, 7:30 PM",women-living-the-message-group,486 Town Line Road,Commack,Oyster Bay,https://www.narcotics.com/na-meeting/women-living-the-message-group
"Thursday, 7:30 PM",we-do-recover-group-amityville,3504 Great Neck Road,Amityville,Oyster Bay,https://www.narcotics.com/na-meeting/we-do-recover-group-amityville
"Thursday, 8:00 PM",merrick-sunrise-group,2101 William Place,Merrick,Oyster Bay,https://www.narcotics.com/na-meeting/merrick-sunrise-group
"Thursday, 8:00 PM",growing-together-group,Online505 Willis Avenue,Williston Park,Oyster Bay,https://www.narcotics.com/na-meeting/growing-together-group
"Thursday, 8:00 PM",roslyn-mens-group,Online1579 Northern Boulevard,Roslyn,Oyster Bay,https://www.narcotics.com/na-meeting/roslyn-mens-group
"Thursday, 8:00 PM",new-connection-group,95 Stewart Avenue,Hicksville,Oyster Bay,https://www.narcotics.com/na-meeting/new-connection-group
"Thursday, 8:00 PM",strictly-the-steps-group,Online210 South Wellwood Avenue,Lindenhurst,Oyster Bay,https://www.narcotics.com/na-meeting/strictly-the-steps-group
"Thursday, 8:00 PM",recovery-island-group,113 City Island Avenue,Bronx,Oyster Bay,https://www.narcotics.com/na-meeting/recovery-island-group
"Saturday, 1:00 PM",daystar-group,95 Stewart Avenue,Hicksville,Oyster Bay,https://www.narcotics.com/na-meeting/daystar-group
